func_type,substrate,focal_strain,solution,species,metabolite,flux
selection,rib__D,A1R12,40,A1R12,ala__D,-1
selection,rib__D,A1R12,40,B3M02,ala__D,1
selection,rib__D,A1R12,40,A1R12,ala__L,1
selection,rib__D,A1R12,40,B3M02,ala__L,-1
selection,rib__D,A1R12,40,A1R12,asp__L,-1
selection,rib__D,A1R12,40,B3M02,asp__L,-1
selection,rib__D,A1R12,40,C3M06,asp__L,1
selection,rib__D,A1R12,40,B3M02,cgly,1
selection,rib__D,A1R12,40,C3M06,cgly,-1
selection,rib__D,A1R12,40,A1R12,co2,1
selection,rib__D,A1R12,40,B3M02,co2,1
selection,rib__D,A1R12,40,C3M06,co2,-1
selection,rib__D,A1R12,40,A1R12,etoh,1
selection,rib__D,A1R12,40,B3M02,etoh,1
selection,rib__D,A1R12,40,C3M06,etoh,-1
selection,rib__D,A1R12,40,A1R12,glu__L,-1
selection,rib__D,A1R12,40,B3M02,glu__L,1
selection,rib__D,A1R12,40,C3M06,glu__L,-1
selection,rib__D,A1R12,40,A1R12,gly,-1
selection,rib__D,A1R12,40,B3M02,gly,1
selection,rib__D,A1R12,40,B3M02,gthrd,-1
selection,rib__D,A1R12,40,C3M06,gthrd,1
selection,rib__D,A1R12,40,A1R12,h2s,-1
selection,rib__D,A1R12,40,B3M02,h2s,-1
selection,rib__D,A1R12,40,C3M06,h2s,1
selection,rib__D,A1R12,40,A1R12,ile__L,1
selection,rib__D,A1R12,40,B3M02,ile__L,-1
selection,rib__D,A1R12,40,C3M06,ile__L,-1
selection,rib__D,A1R12,40,A1R12,leu__L,-1
selection,rib__D,A1R12,40,B3M02,leu__L,1
selection,rib__D,A1R12,40,A1R12,pyr,1
selection,rib__D,A1R12,40,B3M02,pyr,-1
selection,rib__D,A1R12,40,C3M06,pyr,-1
selection,rib__D,A1R12,40,C3M06,rib__D,-1
selection,rib__D,A1R12,40,B3M02,thr__L,1
selection,rib__D,A1R12,40,C3M06,thr__L,-1
selection,rib__D,A1R12,40,A1R12,val__L,1
selection,rib__D,A1R12,40,B3M02,val__L,-1
selection,rib__D,A1R12,5,A1R12,ac,1
selection,rib__D,A1R12,5,C3R12,ac,-1
selection,rib__D,A1R12,5,A1R12,acald,1
selection,rib__D,A1R12,5,C3R12,acald,-1
selection,rib__D,A1R12,5,A1R12,ala__D,1
selection,rib__D,A1R12,5,C3R12,ala__D,-1
selection,rib__D,A1R12,5,A1R12,ala__L,-1
selection,rib__D,A1R12,5,C3R12,ala__L,1
selection,rib__D,A1R12,5,A1R12,arg__L,-1
selection,rib__D,A1R12,5,C3R12,arg__L,1
selection,rib__D,A1R12,5,A1R12,asp__L,-1
selection,rib__D,A1R12,5,C3R12,asp__L,1
selection,rib__D,A1R12,5,A1R12,co2,1
selection,rib__D,A1R12,5,C3R12,co2,1
selection,rib__D,A1R12,5,A1R12,etoh,-1
selection,rib__D,A1R12,5,C3R12,etoh,1
selection,rib__D,A1R12,5,A1R12,glu__L,-1
selection,rib__D,A1R12,5,C3R12,glu__L,1
selection,rib__D,A1R12,5,A1R12,gly,-1
selection,rib__D,A1R12,5,C3R12,gly,1
selection,rib__D,A1R12,5,A1R12,h2s,1
selection,rib__D,A1R12,5,C3R12,h2s,-1
selection,rib__D,A1R12,5,A1R12,ile__L,1
selection,rib__D,A1R12,5,C3R12,ile__L,-1
selection,rib__D,A1R12,5,A1R12,leu__L,-1
selection,rib__D,A1R12,5,C3R12,leu__L,1
selection,rib__D,A1R12,5,A1R12,pyr,-1
selection,rib__D,A1R12,5,C3R12,pyr,1
selection,rib__D,A1R12,5,C3R12,rib__D,-1
selection,rib__D,A1R12,5,A1R12,ser__L,-1
selection,rib__D,A1R12,5,C3R12,ser__L,1
selection,rib__D,A1R12,5,A1R12,thr__L,-1
selection,rib__D,A1R12,5,C3R12,thr__L,1
selection,rib__D,A1R12,5,A1R12,ura,-1
selection,rib__D,A1R12,5,C3R12,ura,1
selection,rib__D,A1R12,5,A1R12,val__L,-1
selection,rib__D,A1R12,5,C3R12,val__L,1
selection,rib__D,A1R12,6,A1R12,ac,1
selection,rib__D,A1R12,6,D2M19,ac,-1
selection,rib__D,A1R12,6,A1R12,acald,1
selection,rib__D,A1R12,6,D2M19,acald,-1
selection,rib__D,A1R12,6,A1R12,ala__L,1
selection,rib__D,A1R12,6,D2M19,ala__L,-1
selection,rib__D,A1R12,6,A1R12,arg__L,-1
selection,rib__D,A1R12,6,D2M19,arg__L,1
selection,rib__D,A1R12,6,A1R12,asp__L,-1
selection,rib__D,A1R12,6,D2M19,asp__L,1
selection,rib__D,A1R12,6,A1R12,cgly,-1
selection,rib__D,A1R12,6,D2M19,cgly,1
selection,rib__D,A1R12,6,A1R12,co2,1
selection,rib__D,A1R12,6,D2M19,co2,1
selection,rib__D,A1R12,6,A1R12,etoh,-1
selection,rib__D,A1R12,6,D2M19,etoh,1
selection,rib__D,A1R12,6,A1R12,glu__L,1
selection,rib__D,A1R12,6,D2M19,glu__L,-1
selection,rib__D,A1R12,6,A1R12,gthox,-1
selection,rib__D,A1R12,6,D2M19,gthox,1
selection,rib__D,A1R12,6,A1R12,gthrd,1
selection,rib__D,A1R12,6,D2M19,gthrd,-1
selection,rib__D,A1R12,6,A1R12,h2o2,1
selection,rib__D,A1R12,6,D2M19,h2o2,-1
selection,rib__D,A1R12,6,A1R12,h2s,1
selection,rib__D,A1R12,6,D2M19,h2s,-1
selection,rib__D,A1R12,6,A1R12,ile__L,-1
selection,rib__D,A1R12,6,D2M19,ile__L,1
selection,rib__D,A1R12,6,A1R12,leu__L,1
selection,rib__D,A1R12,6,D2M19,leu__L,-1
selection,rib__D,A1R12,6,A1R12,pyr,-1
selection,rib__D,A1R12,6,D2M19,pyr,1
selection,rib__D,A1R12,6,D2M19,rib__D,-1
selection,rib__D,A1R12,6,A1R12,thr__L,-1
selection,rib__D,A1R12,6,D2M19,thr__L,1
selection,rib__D,A1R12,6,A1R12,val__L,-1
selection,rib__D,A1R12,6,D2M19,val__L,1
selection,rib__D,A1R12,7,A1R12,ac,1
selection,rib__D,A1R12,7,C1M14,ac,-1
selection,rib__D,A1R12,7,A1R12,acald,1
selection,rib__D,A1R12,7,C1M14,acald,-1
selection,rib__D,A1R12,7,A1R12,ala__D,1
selection,rib__D,A1R12,7,C1M14,ala__D,-1
selection,rib__D,A1R12,7,A1R12,ala__L,-1
selection,rib__D,A1R12,7,C1M14,ala__L,1
selection,rib__D,A1R12,7,A1R12,asp__L,-1
selection,rib__D,A1R12,7,C1M14,asp__L,1
selection,rib__D,A1R12,7,A1R12,co2,1
selection,rib__D,A1R12,7,C1M14,co2,1
selection,rib__D,A1R12,7,A1R12,etoh,-1
selection,rib__D,A1R12,7,C1M14,etoh,1
selection,rib__D,A1R12,7,A1R12,glu__L,-1
selection,rib__D,A1R12,7,C1M14,glu__L,1
selection,rib__D,A1R12,7,A1R12,gly,-1
selection,rib__D,A1R12,7,C1M14,gly,1
selection,rib__D,A1R12,7,A1R12,h2s,1
selection,rib__D,A1R12,7,C1M14,h2s,-1
selection,rib__D,A1R12,7,A1R12,pyr,-1
selection,rib__D,A1R12,7,C1M14,pyr,1
selection,rib__D,A1R12,7,C1M14,rib__D,-1
selection,rib__D,A1R12,8,A1R12,ac,1
selection,rib__D,A1R12,8,A3R04,ac,-1
selection,rib__D,A1R12,8,A1R12,acald,-1
selection,rib__D,A1R12,8,A3R04,acald,1
selection,rib__D,A1R12,8,A1R12,ala__D,-1
selection,rib__D,A1R12,8,A3R04,ala__D,1
selection,rib__D,A1R12,8,A1R12,ala__L,1
selection,rib__D,A1R12,8,A3R04,ala__L,-1
selection,rib__D,A1R12,8,A1R12,asp__L,-1
selection,rib__D,A1R12,8,A3R04,asp__L,1
selection,rib__D,A1R12,8,A1R12,co2,1
selection,rib__D,A1R12,8,A3R04,co2,1
selection,rib__D,A1R12,8,A1R12,etoh,1
selection,rib__D,A1R12,8,A3R04,etoh,-1
selection,rib__D,A1R12,8,A1R12,glu__L,-1
selection,rib__D,A1R12,8,A3R04,glu__L,1
selection,rib__D,A1R12,8,A1R12,gly,-1
selection,rib__D,A1R12,8,A3R04,gly,1
selection,rib__D,A1R12,8,A1R12,gua,-1
selection,rib__D,A1R12,8,A3R04,gua,1
selection,rib__D,A1R12,8,A1R12,h2s,-1
selection,rib__D,A1R12,8,A3R04,h2s,1
selection,rib__D,A1R12,8,A1R12,pyr,-1
selection,rib__D,A1R12,8,A3R04,pyr,1
selection,rib__D,A1R12,8,A3R04,rib__D,-1
selection,rib__D,A1R12,8,A1R12,ura,-1
selection,rib__D,A1R12,8,A3R04,ura,1
selection,rib__D,A1R12,9,A1R12,ac,1
selection,rib__D,A1R12,9,C2R02,ac,1
selection,rib__D,A1R12,9,F3R08,ac,-1
selection,rib__D,A1R12,9,A1R12,acald,1
selection,rib__D,A1R12,9,C2R02,acald,-1
selection,rib__D,A1R12,9,F3R08,acald,1
selection,rib__D,A1R12,9,C2R02,ade,1
selection,rib__D,A1R12,9,F3R08,ade,-1
selection,rib__D,A1R12,9,A1R12,ala__D,1
selection,rib__D,A1R12,9,C2R02,ala__D,-1
selection,rib__D,A1R12,9,A1R12,ala__L,-1
selection,rib__D,A1R12,9,C2R02,ala__L,1
selection,rib__D,A1R12,9,F3R08,ala__L,-1
selection,rib__D,A1R12,9,A1R12,asp__L,-1
selection,rib__D,A1R12,9,C2R02,asp__L,-1
selection,rib__D,A1R12,9,F3R08,asp__L,1
selection,rib__D,A1R12,9,A1R12,co2,1
selection,rib__D,A1R12,9,C2R02,co2,1
selection,rib__D,A1R12,9,F3R08,co2,-1
selection,rib__D,A1R12,9,A1R12,etoh,-1
selection,rib__D,A1R12,9,C2R02,etoh,1
selection,rib__D,A1R12,9,F3R08,etoh,1
selection,rib__D,A1R12,9,A1R12,glu__L,-1
selection,rib__D,A1R12,9,C2R02,glu__L,1
selection,rib__D,A1R12,9,F3R08,glu__L,-1
selection,rib__D,A1R12,9,A1R12,gly,-1
selection,rib__D,A1R12,9,C2R02,gly,1
selection,rib__D,A1R12,9,A1R12,gthox,-1
selection,rib__D,A1R12,9,C2R02,gthox,1
selection,rib__D,A1R12,9,F3R08,gthox,1
selection,rib__D,A1R12,9,A1R12,gthrd,1
selection,rib__D,A1R12,9,C2R02,gthrd,-1
selection,rib__D,A1R12,9,F3R08,gthrd,-1
selection,rib__D,A1R12,9,A1R12,h2o2,1
selection,rib__D,A1R12,9,C2R02,h2o2,-1
selection,rib__D,A1R12,9,F3R08,h2o2,-1
selection,rib__D,A1R12,9,A1R12,h2s,-1
selection,rib__D,A1R12,9,C2R02,h2s,-1
selection,rib__D,A1R12,9,F3R08,h2s,1
selection,rib__D,A1R12,9,A1R12,ile__L,-1
selection,rib__D,A1R12,9,C2R02,ile__L,1
selection,rib__D,A1R12,9,F3R08,ile__L,-1
selection,rib__D,A1R12,9,A1R12,leu__L,-1
selection,rib__D,A1R12,9,C2R02,leu__L,1
selection,rib__D,A1R12,9,F3R08,leu__L,-1
selection,rib__D,A1R12,9,A1R12,lys__L,-1
selection,rib__D,A1R12,9,C2R02,lys__L,1
selection,rib__D,A1R12,9,C2R02,pro__L,-1
selection,rib__D,A1R12,9,F3R08,pro__L,1
selection,rib__D,A1R12,9,A1R12,pyr,-1
selection,rib__D,A1R12,9,F3R08,pyr,1
selection,rib__D,A1R12,9,F3R08,rib__D,-1
selection,rib__D,A1R12,9,A1R12,thr__L,-1
selection,rib__D,A1R12,9,C2R02,thr__L,1
selection,rib__D,A1R12,9,A1R12,ura,-1
selection,rib__D,A1R12,9,F3R08,ura,1
selection,rib__D,A1R12,9,A1R12,val__L,-1
selection,rib__D,A1R12,9,C2R02,val__L,-1
selection,rib__D,A1R12,9,F3R08,val__L,1
selection,rib__D,B3M02,1,B3M02,ac,1
selection,rib__D,B3M02,1,I3M07,ac,-1
selection,rib__D,B3M02,1,B3M02,acald,1
selection,rib__D,B3M02,1,I3M07,acald,-1
selection,rib__D,B3M02,1,B3M02,ade,1
selection,rib__D,B3M02,1,I3M07,ade,-1
selection,rib__D,B3M02,1,B3M02,ala__D,1
selection,rib__D,B3M02,1,I3M07,ala__D,-1
selection,rib__D,B3M02,1,B3M02,ala__L,-1
selection,rib__D,B3M02,1,I3M07,ala__L,1
selection,rib__D,B3M02,1,B3M02,arg__L,-1
selection,rib__D,B3M02,1,I3M07,arg__L,1
selection,rib__D,B3M02,1,B3M02,asp__L,-1
selection,rib__D,B3M02,1,I3M07,asp__L,1
selection,rib__D,B3M02,1,B3M02,cgly,1
selection,rib__D,B3M02,1,I3M07,cgly,-1
selection,rib__D,B3M02,1,B3M02,co2,-1
selection,rib__D,B3M02,1,I3M07,co2,1
selection,rib__D,B3M02,1,B3M02,etoh,-1
selection,rib__D,B3M02,1,I3M07,etoh,1
selection,rib__D,B3M02,1,B3M02,for,-1
selection,rib__D,B3M02,1,I3M07,for,1
selection,rib__D,B3M02,1,B3M02,glu__L,1
selection,rib__D,B3M02,1,I3M07,glu__L,-1
selection,rib__D,B3M02,1,B3M02,gly,1
selection,rib__D,B3M02,1,I3M07,gly,-1
selection,rib__D,B3M02,1,B3M02,glyald,-1
selection,rib__D,B3M02,1,I3M07,glyald,1
selection,rib__D,B3M02,1,B3M02,glyc,1
selection,rib__D,B3M02,1,I3M07,glyc,-1
selection,rib__D,B3M02,1,B3M02,gthrd,-1
selection,rib__D,B3M02,1,I3M07,gthrd,1
selection,rib__D,B3M02,1,B3M02,gua,1
selection,rib__D,B3M02,1,I3M07,gua,-1
selection,rib__D,B3M02,1,B3M02,h2s,1
selection,rib__D,B3M02,1,I3M07,h2s,-1
selection,rib__D,B3M02,1,B3M02,ile__L,1
selection,rib__D,B3M02,1,I3M07,ile__L,-1
selection,rib__D,B3M02,1,B3M02,leu__L,-1
selection,rib__D,B3M02,1,I3M07,leu__L,1
selection,rib__D,B3M02,1,B3M02,lys__L,-1
selection,rib__D,B3M02,1,I3M07,lys__L,1
selection,rib__D,B3M02,1,B3M02,phe__L,-1
selection,rib__D,B3M02,1,I3M07,phe__L,1
selection,rib__D,B3M02,1,B3M02,pro__L,-1
selection,rib__D,B3M02,1,I3M07,pro__L,1
selection,rib__D,B3M02,1,B3M02,pyr,-1
selection,rib__D,B3M02,1,I3M07,pyr,1
selection,rib__D,B3M02,1,I3M07,rib__D,-1
selection,rib__D,B3M02,1,B3M02,ser__L,-1
selection,rib__D,B3M02,1,I3M07,ser__L,1
selection,rib__D,B3M02,1,B3M02,thr__L,-1
selection,rib__D,B3M02,1,I3M07,thr__L,1
selection,rib__D,B3M02,1,B3M02,trp__L,-1
selection,rib__D,B3M02,1,I3M07,trp__L,1
selection,rib__D,B3M02,1,B3M02,tyr__L,-1
selection,rib__D,B3M02,1,I3M07,tyr__L,1
selection,rib__D,B3M02,1,B3M02,val__L,-1
selection,rib__D,B3M02,1,I3M07,val__L,1
selection,rib__D,B3M02,10,B3M02,ac,-1
selection,rib__D,B3M02,10,D2R05,ac,1
selection,rib__D,B3M02,10,B3M02,acald,1
selection,rib__D,B3M02,10,D2R05,acald,-1
selection,rib__D,B3M02,10,B3M02,ade,-1
selection,rib__D,B3M02,10,D2R05,ade,1
selection,rib__D,B3M02,10,B3M02,ala__D,-1
selection,rib__D,B3M02,10,D2R05,ala__D,1
selection,rib__D,B3M02,10,B3M02,ala__L,-1
selection,rib__D,B3M02,10,D2R05,ala__L,1
selection,rib__D,B3M02,10,B3M02,asp__L,-1
selection,rib__D,B3M02,10,D2R05,asp__L,1
selection,rib__D,B3M02,10,B3M02,co2,-1
selection,rib__D,B3M02,10,D2R05,co2,1
selection,rib__D,B3M02,10,B3M02,etoh,1
selection,rib__D,B3M02,10,D2R05,etoh,-1
selection,rib__D,B3M02,10,B3M02,for,1
selection,rib__D,B3M02,10,D2R05,for,-1
selection,rib__D,B3M02,10,B3M02,glu__L,1
selection,rib__D,B3M02,10,D2R05,glu__L,-1
selection,rib__D,B3M02,10,B3M02,gly,1
selection,rib__D,B3M02,10,D2R05,gly,-1
selection,rib__D,B3M02,10,B3M02,gua,-1
selection,rib__D,B3M02,10,D2R05,gua,1
selection,rib__D,B3M02,10,B3M02,h2s,-1
selection,rib__D,B3M02,10,D2R05,h2s,1
selection,rib__D,B3M02,10,B3M02,lys__L,-1
selection,rib__D,B3M02,10,D2R05,lys__L,1
selection,rib__D,B3M02,10,B3M02,pro__L,1
selection,rib__D,B3M02,10,D2R05,pro__L,-1
selection,rib__D,B3M02,10,B3M02,pyr,1
selection,rib__D,B3M02,10,D2R05,pyr,-1
selection,rib__D,B3M02,10,D2R05,rib__D,-1
selection,rib__D,B3M02,10,B3M02,ser__D,-1
selection,rib__D,B3M02,10,D2R05,ser__D,1
selection,rib__D,B3M02,10,B3M02,thr__L,-1
selection,rib__D,B3M02,10,D2R05,thr__L,1
selection,rib__D,B3M02,11,B3M02,ac,-1
selection,rib__D,B3M02,11,C3M06,ac,1
selection,rib__D,B3M02,11,B3M02,acald,1
selection,rib__D,B3M02,11,C3M06,acald,-1
selection,rib__D,B3M02,11,B3M02,ala__L,1
selection,rib__D,B3M02,11,C3M06,ala__L,-1
selection,rib__D,B3M02,11,B3M02,arg__L,1
selection,rib__D,B3M02,11,C3M06,arg__L,-1
selection,rib__D,B3M02,11,B3M02,asp__L,-1
selection,rib__D,B3M02,11,C3M06,asp__L,1
selection,rib__D,B3M02,11,B3M02,cgly,1
selection,rib__D,B3M02,11,C3M06,cgly,-1
selection,rib__D,B3M02,11,B3M02,co2,1
selection,rib__D,B3M02,11,C3M06,co2,-1
selection,rib__D,B3M02,11,B3M02,etoh,-1
selection,rib__D,B3M02,11,C3M06,etoh,1
selection,rib__D,B3M02,11,B3M02,glu__L,1
selection,rib__D,B3M02,11,C3M06,glu__L,-1
selection,rib__D,B3M02,11,B3M02,gthrd,-1
selection,rib__D,B3M02,11,C3M06,gthrd,1
selection,rib__D,B3M02,11,B3M02,h2s,1
selection,rib__D,B3M02,11,C3M06,h2s,-1
selection,rib__D,B3M02,11,B3M02,ile__L,1
selection,rib__D,B3M02,11,C3M06,ile__L,-1
selection,rib__D,B3M02,11,B3M02,pyr,-1
selection,rib__D,B3M02,11,C3M06,pyr,1
selection,rib__D,B3M02,11,C3M06,rib__D,-1
selection,rib__D,B3M02,11,B3M02,thr__L,1
selection,rib__D,B3M02,11,C3M06,thr__L,-1
selection,rib__D,B3M02,12,B3M02,ac,-1
selection,rib__D,B3M02,12,C1M14,ac,1
selection,rib__D,B3M02,12,B3M02,acald,1
selection,rib__D,B3M02,12,C1M14,acald,-1
selection,rib__D,B3M02,12,B3M02,ala__D,1
selection,rib__D,B3M02,12,C1M14,ala__D,-1
selection,rib__D,B3M02,12,B3M02,ala__L,-1
selection,rib__D,B3M02,12,C1M14,ala__L,1
selection,rib__D,B3M02,12,B3M02,arg__L,1
selection,rib__D,B3M02,12,C1M14,arg__L,-1
selection,rib__D,B3M02,12,B3M02,asp__L,-1
selection,rib__D,B3M02,12,C1M14,asp__L,1
selection,rib__D,B3M02,12,B3M02,co2,-1
selection,rib__D,B3M02,12,C1M14,co2,1
selection,rib__D,B3M02,12,B3M02,etoh,-1
selection,rib__D,B3M02,12,C1M14,etoh,1
selection,rib__D,B3M02,12,B3M02,glu__L,1
selection,rib__D,B3M02,12,C1M14,glu__L,-1
selection,rib__D,B3M02,12,B3M02,gly,1
selection,rib__D,B3M02,12,C1M14,gly,-1
selection,rib__D,B3M02,12,B3M02,h2s,-1
selection,rib__D,B3M02,12,C1M14,h2s,1
selection,rib__D,B3M02,12,B3M02,pro__L,1
selection,rib__D,B3M02,12,C1M14,pro__L,-1
selection,rib__D,B3M02,12,B3M02,pyr,-1
selection,rib__D,B3M02,12,C1M14,pyr,1
selection,rib__D,B3M02,12,C1M14,rib__D,-1
selection,rib__D,B3M02,12,B3M02,thr__L,1
selection,rib__D,B3M02,12,C1M14,thr__L,-1
selection,rib__D,B3M02,13,B3M02,ac,-1
selection,rib__D,B3M02,13,E3R18,ac,1
selection,rib__D,B3M02,13,B3M02,acald,1
selection,rib__D,B3M02,13,E3R18,acald,-1
selection,rib__D,B3M02,13,B3M02,ala__D,-1
selection,rib__D,B3M02,13,E3R18,ala__D,1
selection,rib__D,B3M02,13,B3M02,ala__L,1
selection,rib__D,B3M02,13,E3R18,ala__L,-1
selection,rib__D,B3M02,13,B3M02,asp__L,-1
selection,rib__D,B3M02,13,E3R18,asp__L,1
selection,rib__D,B3M02,13,B3M02,co2,1
selection,rib__D,B3M02,13,E3R18,co2,-1
selection,rib__D,B3M02,13,B3M02,etoh,1
selection,rib__D,B3M02,13,E3R18,etoh,-1
selection,rib__D,B3M02,13,B3M02,glu__L,-1
selection,rib__D,B3M02,13,E3R18,glu__L,1
selection,rib__D,B3M02,13,B3M02,gly,-1
selection,rib__D,B3M02,13,E3R18,gly,1
selection,rib__D,B3M02,13,B3M02,h2s,-1
selection,rib__D,B3M02,13,E3R18,h2s,1
selection,rib__D,B3M02,13,B3M02,his__L,-1
selection,rib__D,B3M02,13,E3R18,his__L,1
selection,rib__D,B3M02,13,B3M02,pro__L,1
selection,rib__D,B3M02,13,E3R18,pro__L,-1
selection,rib__D,B3M02,13,B3M02,pyr,-1
selection,rib__D,B3M02,13,E3R18,pyr,1
selection,rib__D,B3M02,13,E3R18,rib__D,-1
selection,rib__D,B3M02,13,B3M02,ser__D,1
selection,rib__D,B3M02,13,E3R18,ser__D,-1
selection,rib__D,B3M02,14,B2M06,acald,1
selection,rib__D,B3M02,14,B3M02,acald,-1
selection,rib__D,B3M02,14,B2M06,ade,1
selection,rib__D,B3M02,14,B3M02,ade,-1
selection,rib__D,B3M02,14,B2M06,ala__D,1
selection,rib__D,B3M02,14,B3M02,ala__D,-1
selection,rib__D,B3M02,14,B2M06,ala__L,-1
selection,rib__D,B3M02,14,B3M02,ala__L,1
selection,rib__D,B3M02,14,B2M06,asp__L,1
selection,rib__D,B3M02,14,B3M02,asp__L,-1
selection,rib__D,B3M02,14,B2M06,co2,1
selection,rib__D,B3M02,14,B3M02,co2,-1
selection,rib__D,B3M02,14,B2M06,etoh,-1
selection,rib__D,B3M02,14,B3M02,etoh,1
selection,rib__D,B3M02,14,B2M06,glu__L,1
selection,rib__D,B3M02,14,B3M02,glu__L,-1
selection,rib__D,B3M02,14,B2M06,gly,-1
selection,rib__D,B3M02,14,B3M02,gly,1
selection,rib__D,B3M02,14,B2M06,h2s,1
selection,rib__D,B3M02,14,B3M02,h2s,-1
selection,rib__D,B3M02,14,B2M06,ile__L,1
selection,rib__D,B3M02,14,B3M02,ile__L,-1
selection,rib__D,B3M02,14,B2M06,leu__L,-1
selection,rib__D,B3M02,14,B3M02,leu__L,1
selection,rib__D,B3M02,14,B2M06,lys__L,1
selection,rib__D,B3M02,14,B3M02,lys__L,-1
selection,rib__D,B3M02,14,B2M06,pro__L,1
selection,rib__D,B3M02,14,B3M02,pro__L,-1
selection,rib__D,B3M02,14,B2M06,rib__D,-1
selection,rib__D,B3M02,14,B2M06,ser__D,1
selection,rib__D,B3M02,14,B3M02,ser__D,-1
selection,rib__D,B3M02,14,B2M06,val__L,-1
selection,rib__D,B3M02,14,B3M02,val__L,1
selection,rib__D,B3M02,15,B3M02,ac,1
selection,rib__D,B3M02,15,m_4B03,ac,-1
selection,rib__D,B3M02,15,B3M02,acald,-1
selection,rib__D,B3M02,15,m_4B03,acald,1
selection,rib__D,B3M02,15,B3M02,ala__D,-1
selection,rib__D,B3M02,15,m_4B03,ala__D,1
selection,rib__D,B3M02,15,B3M02,ala__L,1
selection,rib__D,B3M02,15,m_4B03,ala__L,-1
selection,rib__D,B3M02,15,B3M02,asp__L,-1
selection,rib__D,B3M02,15,m_4B03,asp__L,1
selection,rib__D,B3M02,15,B3M02,co2,-1
selection,rib__D,B3M02,15,m_4B03,co2,1
selection,rib__D,B3M02,15,B3M02,etoh,1
selection,rib__D,B3M02,15,m_4B03,etoh,-1
selection,rib__D,B3M02,15,B3M02,glu__L,-1
selection,rib__D,B3M02,15,m_4B03,glu__L,1
selection,rib__D,B3M02,15,B3M02,gly,-1
selection,rib__D,B3M02,15,m_4B03,gly,1
selection,rib__D,B3M02,15,B3M02,glyald,1
selection,rib__D,B3M02,15,m_4B03,glyald,-1
selection,rib__D,B3M02,15,B3M02,glyc,-1
selection,rib__D,B3M02,15,m_4B03,glyc,1
selection,rib__D,B3M02,15,B3M02,h2s,-1
selection,rib__D,B3M02,15,m_4B03,h2s,1
selection,rib__D,B3M02,15,B3M02,lys__L,-1
selection,rib__D,B3M02,15,m_4B03,lys__L,1
selection,rib__D,B3M02,15,B3M02,pro__L,-1
selection,rib__D,B3M02,15,m_4B03,pro__L,1
selection,rib__D,B3M02,15,B3M02,pyr,-1
selection,rib__D,B3M02,15,m_4B03,pyr,1
selection,rib__D,B3M02,15,m_4B03,rib__D,-1
selection,rib__D,B3M02,15,B3M02,ser__D,1
selection,rib__D,B3M02,15,m_4B03,ser__D,-1
selection,rib__D,B3M02,15,B3M02,ser__L,-1
selection,rib__D,B3M02,15,m_4B03,ser__L,1
selection,rib__D,B3M02,15,B3M02,val__L,-1
selection,rib__D,B3M02,15,m_4B03,val__L,1
selection,rib__D,B3M02,16,B3M02,ac,-1
selection,rib__D,B3M02,16,D2M19,ac,1
selection,rib__D,B3M02,16,B3M02,acald,-1
selection,rib__D,B3M02,16,D2M19,acald,1
selection,rib__D,B3M02,16,B3M02,ade,-1
selection,rib__D,B3M02,16,D2M19,ade,1
selection,rib__D,B3M02,16,B3M02,ala__L,1
selection,rib__D,B3M02,16,D2M19,ala__L,-1
selection,rib__D,B3M02,16,B3M02,arg__L,-1
selection,rib__D,B3M02,16,D2M19,arg__L,1
selection,rib__D,B3M02,16,B3M02,asp__L,-1
selection,rib__D,B3M02,16,D2M19,asp__L,1
selection,rib__D,B3M02,16,B3M02,co2,-1
selection,rib__D,B3M02,16,D2M19,co2,1
selection,rib__D,B3M02,16,B3M02,etoh,1
selection,rib__D,B3M02,16,D2M19,etoh,-1
selection,rib__D,B3M02,16,B3M02,glu__L,-1
selection,rib__D,B3M02,16,D2M19,glu__L,1
selection,rib__D,B3M02,16,B3M02,h2s,-1
selection,rib__D,B3M02,16,D2M19,h2s,1
selection,rib__D,B3M02,16,B3M02,ile__L,-1
selection,rib__D,B3M02,16,D2M19,ile__L,1
selection,rib__D,B3M02,16,B3M02,leu__L,-1
selection,rib__D,B3M02,16,D2M19,leu__L,1
selection,rib__D,B3M02,16,B3M02,pro__L,-1
selection,rib__D,B3M02,16,D2M19,pro__L,1
selection,rib__D,B3M02,16,B3M02,pyr,-1
selection,rib__D,B3M02,16,D2M19,pyr,1
selection,rib__D,B3M02,16,D2M19,rib__D,-1
selection,rib__D,B3M02,16,B3M02,thr__L,-1
selection,rib__D,B3M02,16,D2M19,thr__L,1
selection,rib__D,B3M02,16,B3M02,val__L,-1
selection,rib__D,B3M02,16,D2M19,val__L,1
selection,rib__D,B3M02,17,A3R04,ac,1
selection,rib__D,B3M02,17,B3M02,ac,-1
selection,rib__D,B3M02,17,A3R04,acald,-1
selection,rib__D,B3M02,17,B3M02,acald,1
selection,rib__D,B3M02,17,A3R04,ade,1
selection,rib__D,B3M02,17,B3M02,ade,-1
selection,rib__D,B3M02,17,A3R04,ala__D,1
selection,rib__D,B3M02,17,B3M02,ala__D,-1
selection,rib__D,B3M02,17,A3R04,ala__L,-1
selection,rib__D,B3M02,17,B3M02,ala__L,1
selection,rib__D,B3M02,17,A3R04,asp__L,1
selection,rib__D,B3M02,17,B3M02,asp__L,-1
selection,rib__D,B3M02,17,A3R04,co2,1
selection,rib__D,B3M02,17,B3M02,co2,-1
