func_type,substrate,focal_strain,solution,species,metabolite,flux
selection,met__L,A1R12,4,I3M07,gua,1
selection,met__L,A1R12,4,A1R12,hxan,-1
selection,met__L,A1R12,4,C3R17,hxan,1
selection,met__L,A1R12,4,A1R12,ile__L,-1
selection,met__L,A1R12,4,C3R17,ile__L,1
selection,met__L,A1R12,4,I3M07,ile__L,-1
selection,met__L,A1R12,4,A1R12,leu__L,-1
selection,met__L,A1R12,4,C3R17,leu__L,-1
selection,met__L,A1R12,4,I3M07,leu__L,1
selection,met__L,A1R12,4,A1R12,lys__L,-1
selection,met__L,A1R12,4,C3R17,lys__L,-1
selection,met__L,A1R12,4,I3M07,lys__L,1
selection,met__L,A1R12,4,A1R12,met__L,-1
selection,met__L,A1R12,4,C3R17,met__L,-1
selection,met__L,A1R12,4,I3M07,met__L,-1
selection,met__L,A1R12,4,C3R17,pro__L,-1
selection,met__L,A1R12,4,I3M07,pro__L,1
selection,met__L,A1R12,4,A1R12,pyr,-1
selection,met__L,A1R12,4,C3R17,pyr,1
selection,met__L,A1R12,4,I3M07,pyr,-1
selection,met__L,A1R12,4,C3R17,rib__D,1
selection,met__L,A1R12,4,I3M07,rib__D,-1
selection,met__L,A1R12,4,C3R17,s,1
selection,met__L,A1R12,4,A1R12,ser__L,-1
selection,met__L,A1R12,4,I3M07,ser__L,1
selection,met__L,A1R12,4,A1R12,thr__L,-1
selection,met__L,A1R12,4,C3R17,thr__L,-1
selection,met__L,A1R12,4,I3M07,thr__L,1
selection,met__L,A1R12,4,A1R12,ura,-1
selection,met__L,A1R12,4,I3M07,ura,1
selection,met__L,A1R12,4,A1R12,val__L,-1
selection,met__L,A1R12,4,C3R17,val__L,1
selection,met__L,A1R12,4,I3M07,val__L,-1
selection,met__L,A1R12,5,A1R12,ac,1
selection,met__L,A1R12,5,C3R17,ac,-1
selection,met__L,A1R12,5,I2R16,ac,1
selection,met__L,A1R12,5,A1R12,acald,1
selection,met__L,A1R12,5,C3R17,acald,1
selection,met__L,A1R12,5,I2R16,acald,-1
selection,met__L,A1R12,5,C3R17,ala__D,1
selection,met__L,A1R12,5,I2R16,ala__D,-1
selection,met__L,A1R12,5,A1R12,ala__L,1
selection,met__L,A1R12,5,C3R17,ala__L,-1
selection,met__L,A1R12,5,I2R16,ala__L,1
selection,met__L,A1R12,5,A1R12,asp__L,-1
selection,met__L,A1R12,5,C3R17,asp__L,1
selection,met__L,A1R12,5,I2R16,asp__L,-1
selection,met__L,A1R12,5,A1R12,co2,1
selection,met__L,A1R12,5,C3R17,co2,1
selection,met__L,A1R12,5,I2R16,co2,1
selection,met__L,A1R12,5,A1R12,etoh,-1
selection,met__L,A1R12,5,C3R17,etoh,-1
selection,met__L,A1R12,5,I2R16,etoh,1
selection,met__L,A1R12,5,A1R12,glu__L,-1
selection,met__L,A1R12,5,C3R17,glu__L,1
selection,met__L,A1R12,5,I2R16,glu__L,-1
selection,met__L,A1R12,5,A1R12,gly,-1
selection,met__L,A1R12,5,C3R17,gly,-1
selection,met__L,A1R12,5,I2R16,gly,1
selection,met__L,A1R12,5,A1R12,gthox,-1
selection,met__L,A1R12,5,I2R16,gthox,1
selection,met__L,A1R12,5,A1R12,gthrd,1
selection,met__L,A1R12,5,I2R16,gthrd,-1
selection,met__L,A1R12,5,A1R12,h2o2,1
selection,met__L,A1R12,5,I2R16,h2o2,-1
selection,met__L,A1R12,5,A1R12,h2s,-1
selection,met__L,A1R12,5,C3R17,h2s,1
selection,met__L,A1R12,5,A1R12,hxan,-1
selection,met__L,A1R12,5,C3R17,hxan,1
selection,met__L,A1R12,5,A1R12,ile__L,-1
selection,met__L,A1R12,5,C3R17,ile__L,1
selection,met__L,A1R12,5,I2R16,ile__L,-1
selection,met__L,A1R12,5,A1R12,leu__L,-1
selection,met__L,A1R12,5,C3R17,leu__L,1
selection,met__L,A1R12,5,A1R12,lys__L,-1
selection,met__L,A1R12,5,I2R16,lys__L,1
selection,met__L,A1R12,5,A1R12,met__L,-1
selection,met__L,A1R12,5,C3R17,met__L,-1
selection,met__L,A1R12,5,I2R16,met__L,-1
selection,met__L,A1R12,5,A1R12,pro__L,-1
selection,met__L,A1R12,5,C3R17,pro__L,-1
selection,met__L,A1R12,5,I2R16,pro__L,1
selection,met__L,A1R12,5,A1R12,pyr,-1
selection,met__L,A1R12,5,C3R17,pyr,-1
selection,met__L,A1R12,5,I2R16,pyr,1
selection,met__L,A1R12,5,A1R12,s,1
selection,met__L,A1R12,5,C3R17,s,1
selection,met__L,A1R12,5,C3R17,ser__D,1
selection,met__L,A1R12,5,I2R16,ser__D,-1
selection,met__L,A1R12,5,A1R12,val__L,-1
selection,met__L,A1R12,5,C3R17,val__L,1
selection,met__L,A1R12,6,A1R12,LalaDgluMdap,-1
selection,met__L,A1R12,6,F3M07,LalaDgluMdap,1
selection,met__L,A1R12,6,A1R12,ac,1
selection,met__L,A1R12,6,C3R17,ac,-1
selection,met__L,A1R12,6,F3M07,ac,1
selection,met__L,A1R12,6,A1R12,acald,-1
selection,met__L,A1R12,6,C3R17,acald,1
selection,met__L,A1R12,6,F3M07,acald,-1
selection,met__L,A1R12,6,A1R12,ala__D,-1
selection,met__L,A1R12,6,C3R17,ala__D,-1
selection,met__L,A1R12,6,F3M07,ala__D,1
selection,met__L,A1R12,6,A1R12,ala__L,1
selection,met__L,A1R12,6,C3R17,ala__L,-1
selection,met__L,A1R12,6,F3M07,ala__L,1
selection,met__L,A1R12,6,A1R12,asp__L,-1
selection,met__L,A1R12,6,C3R17,asp__L,1
selection,met__L,A1R12,6,F3M07,asp__L,-1
selection,met__L,A1R12,6,A1R12,co2,1
selection,met__L,A1R12,6,C3R17,co2,-1
selection,met__L,A1R12,6,F3M07,co2,1
selection,met__L,A1R12,6,A1R12,etoh,1
selection,met__L,A1R12,6,C3R17,etoh,-1
selection,met__L,A1R12,6,F3M07,etoh,1
selection,met__L,A1R12,6,A1R12,glu__L,-1
selection,met__L,A1R12,6,C3R17,glu__L,1
selection,met__L,A1R12,6,F3M07,glu__L,-1
selection,met__L,A1R12,6,A1R12,gly,-1
selection,met__L,A1R12,6,C3R17,gly,1
selection,met__L,A1R12,6,F3M07,gly,-1
selection,met__L,A1R12,6,C3R17,glyald,-1
selection,met__L,A1R12,6,F3M07,glyald,1
selection,met__L,A1R12,6,C3R17,glyc,1
selection,met__L,A1R12,6,F3M07,glyc,-1
selection,met__L,A1R12,6,A1R12,h2s,-1
selection,met__L,A1R12,6,C3R17,h2s,1
selection,met__L,A1R12,6,F3M07,h2s,-1
selection,met__L,A1R12,6,A1R12,ile__L,-1
selection,met__L,A1R12,6,C3R17,ile__L,1
selection,met__L,A1R12,6,F3M07,ile__L,-1
selection,met__L,A1R12,6,A1R12,leu__L,-1
selection,met__L,A1R12,6,C3R17,leu__L,1
selection,met__L,A1R12,6,F3M07,leu__L,-1
selection,met__L,A1R12,6,A1R12,lys__L,-1
selection,met__L,A1R12,6,C3R17,lys__L,1
selection,met__L,A1R12,6,A1R12,met__L,-1
selection,met__L,A1R12,6,C3R17,met__L,-1
selection,met__L,A1R12,6,F3M07,met__L,-1
selection,met__L,A1R12,6,C3R17,pro__L,-1
selection,met__L,A1R12,6,F3M07,pro__L,1
selection,met__L,A1R12,6,C3R17,pyr,1
selection,met__L,A1R12,6,F3M07,pyr,-1
selection,met__L,A1R12,6,F3M07,s,1
selection,met__L,A1R12,6,C3R17,ser__D,-1
selection,met__L,A1R12,6,F3M07,ser__D,1
selection,met__L,A1R12,6,A1R12,thr__L,-1
selection,met__L,A1R12,6,C3R17,thr__L,-1
selection,met__L,A1R12,6,F3M07,thr__L,1
selection,met__L,A1R12,6,A1R12,val__L,-1
selection,met__L,A1R12,6,C3R17,val__L,1
selection,met__L,A1R12,6,F3M07,val__L,-1
selection,met__L,A1R12,7,A1R12,ac,1
selection,met__L,A1R12,7,C3R17,ac,1
selection,met__L,A1R12,7,m_6D03,ac,-1
selection,met__L,A1R12,7,A1R12,acald,-1
selection,met__L,A1R12,7,C3R17,acald,1
selection,met__L,A1R12,7,m_6D03,acald,1
selection,met__L,A1R12,7,A1R12,ala__D,1
selection,met__L,A1R12,7,C3R17,ala__D,1
selection,met__L,A1R12,7,m_6D03,ala__D,-1
selection,met__L,A1R12,7,A1R12,ala__L,-1
selection,met__L,A1R12,7,C3R17,ala__L,1
selection,met__L,A1R12,7,m_6D03,ala__L,1
selection,met__L,A1R12,7,A1R12,arg__L,-1
selection,met__L,A1R12,7,m_6D03,arg__L,1
selection,met__L,A1R12,7,A1R12,asp__L,-1
selection,met__L,A1R12,7,C3R17,asp__L,1
selection,met__L,A1R12,7,m_6D03,asp__L,-1
selection,met__L,A1R12,7,A1R12,co2,1
selection,met__L,A1R12,7,C3R17,co2,1
selection,met__L,A1R12,7,m_6D03,co2,-1
selection,met__L,A1R12,7,A1R12,etoh,1
selection,met__L,A1R12,7,C3R17,etoh,-1
selection,met__L,A1R12,7,m_6D03,etoh,1
selection,met__L,A1R12,7,A1R12,glu__L,1
selection,met__L,A1R12,7,C3R17,glu__L,-1
selection,met__L,A1R12,7,m_6D03,glu__L,-1
selection,met__L,A1R12,7,A1R12,gly,-1
selection,met__L,A1R12,7,C3R17,gly,-1
selection,met__L,A1R12,7,m_6D03,gly,1
selection,met__L,A1R12,7,C3R17,h2s,1
selection,met__L,A1R12,7,m_6D03,h2s,-1
selection,met__L,A1R12,7,A1R12,ile__L,-1
selection,met__L,A1R12,7,C3R17,ile__L,1
selection,met__L,A1R12,7,m_6D03,ile__L,-1
selection,met__L,A1R12,7,C3R17,indole,1
selection,met__L,A1R12,7,m_6D03,indole,-1
selection,met__L,A1R12,7,A1R12,leu__L,-1
selection,met__L,A1R12,7,C3R17,leu__L,-1
selection,met__L,A1R12,7,m_6D03,leu__L,1
selection,met__L,A1R12,7,A1R12,lys__L,-1
selection,met__L,A1R12,7,C3R17,lys__L,1
selection,met__L,A1R12,7,A1R12,met__L,-1
selection,met__L,A1R12,7,C3R17,met__L,-1
selection,met__L,A1R12,7,m_6D03,met__L,-1
selection,met__L,A1R12,7,C3R17,pro__L,-1
selection,met__L,A1R12,7,m_6D03,pro__L,1
selection,met__L,A1R12,7,A1R12,pyr,1
selection,met__L,A1R12,7,C3R17,pyr,-1
selection,met__L,A1R12,7,m_6D03,pyr,1
selection,met__L,A1R12,7,A1R12,ser__L,-1
selection,met__L,A1R12,7,m_6D03,ser__L,1
selection,met__L,A1R12,7,A1R12,thr__L,-1
selection,met__L,A1R12,7,m_6D03,thr__L,1
selection,met__L,A1R12,7,A1R12,val__L,-1
selection,met__L,A1R12,7,C3R17,val__L,1
selection,met__L,A1R12,7,m_6D03,val__L,-1
selection,met__L,A1R12,8,A1R12,ac,1
selection,met__L,A1R12,8,E3M17,ac,-1
selection,met__L,A1R12,8,I2R16,ac,1
selection,met__L,A1R12,8,A1R12,acald,1
selection,met__L,A1R12,8,E3M17,acald,-1
selection,met__L,A1R12,8,I2R16,acald,-1
selection,met__L,A1R12,8,A1R12,ala__D,-1
selection,met__L,A1R12,8,I2R16,ala__D,1
selection,met__L,A1R12,8,A1R12,ala__L,1
selection,met__L,A1R12,8,I2R16,ala__L,-1
selection,met__L,A1R12,8,A1R12,asp__L,-1
selection,met__L,A1R12,8,E3M17,asp__L,-1
selection,met__L,A1R12,8,I2R16,asp__L,1
selection,met__L,A1R12,8,A1R12,co2,1
selection,met__L,A1R12,8,E3M17,co2,1
selection,met__L,A1R12,8,I2R16,co2,-1
selection,met__L,A1R12,8,A1R12,etoh,-1
selection,met__L,A1R12,8,E3M17,etoh,1
selection,met__L,A1R12,8,I2R16,etoh,1
selection,met__L,A1R12,8,A1R12,glu__L,1
selection,met__L,A1R12,8,E3M17,glu__L,-1
selection,met__L,A1R12,8,I2R16,glu__L,-1
selection,met__L,A1R12,8,A1R12,gly,-1
selection,met__L,A1R12,8,I2R16,gly,1
selection,met__L,A1R12,8,A1R12,gthox,1
selection,met__L,A1R12,8,I2R16,gthox,-1
selection,met__L,A1R12,8,A1R12,gthrd,-1
selection,met__L,A1R12,8,I2R16,gthrd,1
selection,met__L,A1R12,8,A1R12,h2o2,-1
selection,met__L,A1R12,8,I2R16,h2o2,1
selection,met__L,A1R12,8,E3M17,h2s,1
selection,met__L,A1R12,8,I2R16,h2s,-1
selection,met__L,A1R12,8,A1R12,met__L,-1
selection,met__L,A1R12,8,E3M17,met__L,-1
selection,met__L,A1R12,8,I2R16,met__L,-1
selection,met__L,A1R12,8,E3M17,pro__L,1
selection,met__L,A1R12,8,I2R16,pro__L,-1
selection,met__L,A1R12,8,A1R12,pyr,-1
selection,met__L,A1R12,8,E3M17,pyr,1
selection,met__L,A1R12,8,I2R16,pyr,1
selection,met__L,A1R12,9,A1R12,ac,1
selection,met__L,A1R12,9,C3R17,ac,-1
selection,met__L,A1R12,9,F3R08,ac,1
selection,met__L,A1R12,9,A1R12,acald,1
selection,met__L,A1R12,9,C3R17,acald,1
selection,met__L,A1R12,9,F3R08,acald,-1
selection,met__L,A1R12,9,A1R12,ala__D,1
selection,met__L,A1R12,9,C3R17,ala__D,-1
selection,met__L,A1R12,9,A1R12,ala__L,-1
selection,met__L,A1R12,9,C3R17,ala__L,1
selection,met__L,A1R12,9,A1R12,asp__L,-1
selection,met__L,A1R12,9,C3R17,asp__L,1
selection,met__L,A1R12,9,F3R08,asp__L,1
selection,met__L,A1R12,9,A1R12,co2,1
selection,met__L,A1R12,9,C3R17,co2,-1
selection,met__L,A1R12,9,F3R08,co2,-1
selection,met__L,A1R12,9,A1R12,etoh,-1
selection,met__L,A1R12,9,C3R17,etoh,1
selection,met__L,A1R12,9,F3R08,etoh,1
selection,met__L,A1R12,9,A1R12,glu__L,1
selection,met__L,A1R12,9,C3R17,glu__L,-1
selection,met__L,A1R12,9,F3R08,glu__L,-1
selection,met__L,A1R12,9,A1R12,gly,-1
selection,met__L,A1R12,9,C3R17,gly,1
selection,met__L,A1R12,9,F3R08,gly,-1
selection,met__L,A1R12,9,A1R12,gthox,-1
selection,met__L,A1R12,9,F3R08,gthox,1
selection,met__L,A1R12,9,A1R12,gthrd,1
selection,met__L,A1R12,9,F3R08,gthrd,-1
selection,met__L,A1R12,9,A1R12,h2o2,1
selection,met__L,A1R12,9,F3R08,h2o2,-1
selection,met__L,A1R12,9,A1R12,h2s,-1
selection,met__L,A1R12,9,C3R17,h2s,1
selection,met__L,A1R12,9,A1R12,ile__L,-1
selection,met__L,A1R12,9,C3R17,ile__L,1
selection,met__L,A1R12,9,F3R08,ile__L,-1
selection,met__L,A1R12,9,A1R12,leu__L,-1
selection,met__L,A1R12,9,C3R17,leu__L,1
selection,met__L,A1R12,9,F3R08,leu__L,-1
selection,met__L,A1R12,9,A1R12,lys__L,-1
selection,met__L,A1R12,9,C3R17,lys__L,1
selection,met__L,A1R12,9,A1R12,met__L,-1
selection,met__L,A1R12,9,C3R17,met__L,-1
selection,met__L,A1R12,9,F3R08,met__L,-1
selection,met__L,A1R12,9,C3R17,pro__L,-1
selection,met__L,A1R12,9,F3R08,pro__L,1
selection,met__L,A1R12,9,A1R12,pyr,-1
selection,met__L,A1R12,9,C3R17,pyr,1
selection,met__L,A1R12,9,F3R08,pyr,1
selection,met__L,A1R12,9,C3R17,rib__D,1
selection,met__L,A1R12,9,F3R08,rib__D,-1
selection,met__L,A1R12,9,A1R12,val__L,-1
selection,met__L,A1R12,9,C3R17,val__L,-1
selection,met__L,A1R12,9,F3R08,val__L,1
selection,met__L,B3M02,1,B3M02,ac,1
selection,met__L,B3M02,1,C1R06,ac,-1
selection,met__L,B3M02,1,B3M02,acald,1
selection,met__L,B3M02,1,C1R06,acald,-1
selection,met__L,B3M02,1,B3M02,ala__D,1
selection,met__L,B3M02,1,C1R06,ala__D,-1
selection,met__L,B3M02,1,B3M02,ala__L,-1
selection,met__L,B3M02,1,C1R06,ala__L,1
selection,met__L,B3M02,1,B3M02,arg__L,-1
selection,met__L,B3M02,1,C1R06,arg__L,1
selection,met__L,B3M02,1,B3M02,asp__L,-1
selection,met__L,B3M02,1,C1R06,asp__L,1
selection,met__L,B3M02,1,B3M02,co2,-1
selection,met__L,B3M02,1,C1R06,co2,1
selection,met__L,B3M02,1,B3M02,etoh,-1
selection,met__L,B3M02,1,C1R06,etoh,1
selection,met__L,B3M02,1,B3M02,glu__L,-1
selection,met__L,B3M02,1,C1R06,glu__L,1
selection,met__L,B3M02,1,B3M02,gly,1
selection,met__L,B3M02,1,C1R06,gly,-1
selection,met__L,B3M02,1,B3M02,h2s,-1
selection,met__L,B3M02,1,C1R06,h2s,1
selection,met__L,B3M02,1,B3M02,ile__L,-1
selection,met__L,B3M02,1,C1R06,ile__L,1
selection,met__L,B3M02,1,B3M02,leu__L,-1
selection,met__L,B3M02,1,C1R06,leu__L,1
selection,met__L,B3M02,1,B3M02,met__L,-1
selection,met__L,B3M02,1,C1R06,met__L,-1
selection,met__L,B3M02,1,B3M02,pro__L,-1
selection,met__L,B3M02,1,C1R06,pro__L,1
selection,met__L,B3M02,1,B3M02,pyr,-1
selection,met__L,B3M02,1,C1R06,pyr,1
selection,met__L,B3M02,1,B3M02,ser__D,-1
selection,met__L,B3M02,1,C1R06,ser__D,1
selection,met__L,B3M02,1,B3M02,val__L,1
selection,met__L,B3M02,1,C1R06,val__L,-1
selection,met__L,B3M02,10,B3M02,ac,1
selection,met__L,B3M02,10,C3R17,ac,-1
selection,met__L,B3M02,10,A3R12,acald,-1
selection,met__L,B3M02,10,B3M02,acald,-1
selection,met__L,B3M02,10,C3R17,acald,1
selection,met__L,B3M02,10,A3R12,ala__D,1
selection,met__L,B3M02,10,B3M02,ala__D,-1
selection,met__L,B3M02,10,C3R17,ala__D,-1
selection,met__L,B3M02,10,A3R12,ala__L,-1
selection,met__L,B3M02,10,C3R17,ala__L,1
selection,met__L,B3M02,10,A3R12,asp__L,1
selection,met__L,B3M02,10,B3M02,asp__L,-1
selection,met__L,B3M02,10,C3R17,asp__L,-1
selection,met__L,B3M02,10,A3R12,co2,-1
selection,met__L,B3M02,10,B3M02,co2,-1
selection,met__L,B3M02,10,C3R17,co2,1
selection,met__L,B3M02,10,A3R12,etoh,1
selection,met__L,B3M02,10,B3M02,etoh,1
selection,met__L,B3M02,10,C3R17,etoh,-1
selection,met__L,B3M02,10,A3R12,glu__L,-1
selection,met__L,B3M02,10,B3M02,glu__L,-1
selection,met__L,B3M02,10,C3R17,glu__L,1
selection,met__L,B3M02,10,A3R12,gly,1
selection,met__L,B3M02,10,B3M02,gly,1
selection,met__L,B3M02,10,C3R17,gly,-1
selection,met__L,B3M02,10,B3M02,glyald,1
selection,met__L,B3M02,10,C3R17,glyald,-1
selection,met__L,B3M02,10,B3M02,glyc,-1
selection,met__L,B3M02,10,C3R17,glyc,1
selection,met__L,B3M02,10,A3R12,h2co3,1
selection,met__L,B3M02,10,C3R17,h2s,1
selection,met__L,B3M02,10,A3R12,ile__L,-1
selection,met__L,B3M02,10,B3M02,ile__L,-1
selection,met__L,B3M02,10,C3R17,ile__L,1
selection,met__L,B3M02,10,B3M02,leu__L,-1
selection,met__L,B3M02,10,C3R17,leu__L,1
selection,met__L,B3M02,10,A3R12,lys__L,1
selection,met__L,B3M02,10,B3M02,lys__L,-1
selection,met__L,B3M02,10,C3R17,lys__L,-1
selection,met__L,B3M02,10,A3R12,met__L,-1
selection,met__L,B3M02,10,B3M02,met__L,-1
selection,met__L,B3M02,10,C3R17,met__L,-1
selection,met__L,B3M02,10,A3R12,pro__L,1
selection,met__L,B3M02,10,B3M02,pro__L,-1
selection,met__L,B3M02,10,C3R17,pro__L,-1
selection,met__L,B3M02,10,A3R12,pyr,1
selection,met__L,B3M02,10,C3R17,pyr,-1
selection,met__L,B3M02,10,B3M02,ser__D,-1
selection,met__L,B3M02,10,C3R17,ser__D,1
selection,met__L,B3M02,10,B3M02,val__L,-1
selection,met__L,B3M02,10,C3R17,val__L,1
selection,met__L,B3M02,11,B3M02,ac,1
selection,met__L,B3M02,11,C3R17,ac,-1
selection,met__L,B3M02,11,B2M06,acald,1
selection,met__L,B3M02,11,B3M02,acald,-1
selection,met__L,B3M02,11,C3R17,acald,-1
selection,met__L,B3M02,11,B2M06,ade,-1
selection,met__L,B3M02,11,B3M02,ade,1
selection,met__L,B3M02,11,B2M06,ala__D,1
selection,met__L,B3M02,11,B3M02,ala__D,-1
selection,met__L,B3M02,11,C3R17,ala__D,1
selection,met__L,B3M02,11,B3M02,ala__L,1
selection,met__L,B3M02,11,C3R17,ala__L,-1
selection,met__L,B3M02,11,B2M06,arg__L,-1
selection,met__L,B3M02,11,B3M02,arg__L,1
selection,met__L,B3M02,11,C3R17,arg__L,-1
selection,met__L,B3M02,11,B2M06,asp__L,-1
selection,met__L,B3M02,11,B3M02,asp__L,-1
selection,met__L,B3M02,11,C3R17,asp__L,1
selection,met__L,B3M02,11,B2M06,co2,-1
selection,met__L,B3M02,11,B3M02,co2,1
selection,met__L,B3M02,11,C3R17,co2,1
selection,met__L,B3M02,11,B2M06,etoh,-1
selection,met__L,B3M02,11,B3M02,etoh,-1
selection,met__L,B3M02,11,C3R17,etoh,1
selection,met__L,B3M02,11,B2M06,glu__L,-1
selection,met__L,B3M02,11,B3M02,glu__L,1
selection,met__L,B3M02,11,C3R17,glu__L,-1
selection,met__L,B3M02,11,B2M06,gly,1
selection,met__L,B3M02,11,C3R17,gly,-1
selection,met__L,B3M02,11,B3M02,glyald,-1
selection,met__L,B3M02,11,C3R17,glyald,1
selection,met__L,B3M02,11,B3M02,glyc,1
selection,met__L,B3M02,11,C3R17,glyc,-1
selection,met__L,B3M02,11,C3R17,h2s,1
selection,met__L,B3M02,11,B2M06,ile__L,-1
selection,met__L,B3M02,11,B3M02,ile__L,-1
selection,met__L,B3M02,11,C3R17,ile__L,1
selection,met__L,B3M02,11,B2M06,leu__L,1
selection,met__L,B3M02,11,B3M02,leu__L,-1
selection,met__L,B3M02,11,C3R17,leu__L,-1
selection,met__L,B3M02,11,B2M06,met__L,-1
selection,met__L,B3M02,11,B3M02,met__L,-1
selection,met__L,B3M02,11,C3R17,met__L,-1
selection,met__L,B3M02,11,B2M06,pro__L,1
selection,met__L,B3M02,11,B3M02,pro__L,-1
selection,met__L,B3M02,11,C3R17,pro__L,-1
selection,met__L,B3M02,11,B3M02,pyr,-1
selection,met__L,B3M02,11,C3R17,pyr,1
selection,met__L,B3M02,11,B2M06,ser__D,-1
selection,met__L,B3M02,11,B3M02,ser__D,1
selection,met__L,B3M02,11,C3R17,ser__D,1
selection,met__L,B3M02,11,B3M02,thr__L,1
selection,met__L,B3M02,11,C3R17,thr__L,-1
selection,met__L,B3M02,11,B2M06,val__L,-1
selection,met__L,B3M02,11,B3M02,val__L,-1
selection,met__L,B3M02,11,C3R17,val__L,1
selection,met__L,B3M02,12,B3M02,ac,1
selection,met__L,B3M02,12,C3R17,ac,-1
selection,met__L,B3M02,12,E3R11,ac,-1
selection,met__L,B3M02,12,B3M02,acald,-1
selection,met__L,B3M02,12,C3R17,acald,1
selection,met__L,B3M02,12,E3R11,acald,-1
selection,met__L,B3M02,12,C3R17,ala__D,1
selection,met__L,B3M02,12,E3R11,ala__D,-1
selection,met__L,B3M02,12,B3M02,ala__L,1
selection,met__L,B3M02,12,C3R17,ala__L,-1
selection,met__L,B3M02,12,E3R11,ala__L,1
selection,met__L,B3M02,12,B3M02,asp__L,-1
selection,met__L,B3M02,12,C3R17,asp__L,1
selection,met__L,B3M02,12,E3R11,asp__L,1
selection,met__L,B3M02,12,B3M02,cgly,1
selection,met__L,B3M02,12,C3R17,cgly,1
selection,met__L,B3M02,12,E3R11,cgly,-1
selection,met__L,B3M02,12,B3M02,co2,-1
selection,met__L,B3M02,12,C3R17,co2,-1
selection,met__L,B3M02,12,E3R11,co2,1
selection,met__L,B3M02,12,B3M02,etoh,-1
selection,met__L,B3M02,12,C3R17,etoh,-1
selection,met__L,B3M02,12,E3R11,etoh,1
selection,met__L,B3M02,12,B3M02,fald,-1
selection,met__L,B3M02,12,E3R11,fald,1
selection,met__L,B3M02,12,B3M02,glu__L,1
selection,met__L,B3M02,12,C3R17,glu__L,1
selection,met__L,B3M02,12,E3R11,glu__L,-1
selection,met__L,B3M02,12,B3M02,gly,1
selection,met__L,B3M02,12,E3R11,gly,-1
selection,met__L,B3M02,12,B3M02,glyald,-1
selection,met__L,B3M02,12,C3R17,glyald,-1
selection,met__L,B3M02,12,E3R11,glyald,1
selection,met__L,B3M02,12,B3M02,glyc,1
selection,met__L,B3M02,12,C3R17,glyc,-1
selection,met__L,B3M02,12,E3R11,glyc,-1
selection,met__L,B3M02,12,B3M02,gthrd,-1
selection,met__L,B3M02,12,C3R17,gthrd,-1
selection,met__L,B3M02,12,E3R11,gthrd,1
selection,met__L,B3M02,12,C3R17,h2s,1
selection,met__L,B3M02,12,E3R11,h2s,-1
selection,met__L,B3M02,12,B3M02,ile__L,-1
selection,met__L,B3M02,12,C3R17,ile__L,1
selection,met__L,B3M02,12,E3R11,ile__L,-1
selection,met__L,B3M02,12,B3M02,leu__L,1
selection,met__L,B3M02,12,C3R17,leu__L,-1
selection,met__L,B3M02,12,E3R11,leu__L,-1
selection,met__L,B3M02,12,B3M02,lys__L,1
selection,met__L,B3M02,12,C3R17,lys__L,-1
selection,met__L,B3M02,12,C3R17,meoh,1
selection,met__L,B3M02,12,E3R11,meoh,-1
selection,met__L,B3M02,12,B3M02,met__L,-1
selection,met__L,B3M02,12,C3R17,met__L,-1
selection,met__L,B3M02,12,E3R11,met__L,-1
selection,met__L,B3M02,12,B3M02,phe__L,1
selection,met__L,B3M02,12,E3R11,phe__L,-1
selection,met__L,B3M02,12,B3M02,pro__L,1
selection,met__L,B3M02,12,C3R17,pro__L,-1
selection,met__L,B3M02,12,E3R11,pro__L,-1
selection,met__L,B3M02,12,B3M02,pyr,-1
selection,met__L,B3M02,12,C3R17,pyr,1
selection,met__L,B3M02,12,E3R11,pyr,1
selection,met__L,B3M02,12,B3M02,ser__D,1
selection,met__L,B3M02,12,C3R17,ser__D,-1
selection,met__L,B3M02,12,B3M02,ser__L,-1
selection,met__L,B3M02,12,E3R11,ser__L,1
selection,met__L,B3M02,12,B3M02,thr__L,-1
selection,met__L,B3M02,12,C3R17,thr__L,-1
selection,met__L,B3M02,12,E3R11,thr__L,1
selection,met__L,B3M02,12,B3M02,trp__L,1
selection,met__L,B3M02,12,E3R11,trp__L,-1
selection,met__L,B3M02,12,B3M02,tyr__L,-1
selection,met__L,B3M02,12,E3R11,tyr__L,1
selection,met__L,B3M02,12,B3M02,val__L,-1
selection,met__L,B3M02,12,C3R17,val__L,1
selection,met__L,B3M02,12,E3R11,val__L,-1
selection,met__L,B3M02,13,B3M02,ac,-1
selection,met__L,B3M02,13,C2M11,ac,1
selection,met__L,B3M02,13,C3R17,ac,-1
selection,met__L,B3M02,13,B3M02,acald,1
selection,met__L,B3M02,13,C2M11,acald,-1
selection,met__L,B3M02,13,B3M02,ala__D,1
selection,met__L,B3M02,13,C2M11,ala__D,-1
selection,met__L,B3M02,13,C3R17,ala__D,-1
selection,met__L,B3M02,13,B3M02,ala__L,-1
selection,met__L,B3M02,13,C2M11,ala__L,-1
selection,met__L,B3M02,13,C3R17,ala__L,1
selection,met__L,B3M02,13,B3M02,arg__L,-1
selection,met__L,B3M02,13,C2M11,arg__L,1
selection,met__L,B3M02,13,C3R17,arg__L,-1
selection,met__L,B3M02,13,B3M02,asp__L,-1
selection,met__L,B3M02,13,C2M11,asp__L,1
selection,met__L,B3M02,13,C3R17,asp__L,-1
selection,met__L,B3M02,13,B3M02,co2,1
selection,met__L,B3M02,13,C2M11,co2,-1
selection,met__L,B3M02,13,C3R17,co2,1
