substrate,focal_strain,solution,species,metabolite,flux
cit,E3M17,20,D3R19,glu__L,-1
cit,E3M17,20,E3M17,glu__L,1
cit,E3M17,20,F3M07_,glu__L,1
cit,E3M17,20,D3R19,gly,-1
cit,E3M17,20,F3M07_,gly,1
cit,E3M17,20,D3R19,h2s,1
cit,E3M17,20,E3M17,h2s,-1
cit,E3M17,20,E3M17,pro__L,-1
cit,E3M17,20,F3M07_,pro__L,1
cit,E3M17,20,D3R19,pyr,-1
cit,E3M17,20,E3M17,pyr,1
cit,E3M17,20,F3M07_,pyr,-1
cit,E3M17,20,D3R19,ser__D,1
cit,E3M17,20,F3M07_,ser__D,-1
cit,E3M17,21,D3R19,ac,1
cit,E3M17,21,E3M17,ac,1
cit,E3M17,21,F3R08,ac,-1
cit,E3M17,21,D3R19,acald,-1
cit,E3M17,21,E3M17,acald,1
cit,E3M17,21,F3R08,acald,-1
cit,E3M17,21,D3R19,asp__L,-1
cit,E3M17,21,E3M17,asp__L,-1
cit,E3M17,21,F3R08,asp__L,1
cit,E3M17,21,F3R08,cit,-1
cit,E3M17,21,D3R19,co2,1
cit,E3M17,21,E3M17,co2,1
cit,E3M17,21,F3R08,co2,-1
cit,E3M17,21,D3R19,etha,1
cit,E3M17,21,D3R19,etoh,1
cit,E3M17,21,E3M17,etoh,-1
cit,E3M17,21,F3R08,etoh,1
cit,E3M17,21,D3R19,g3pe,-1
cit,E3M17,21,E3M17,g3pe,1
cit,E3M17,21,D3R19,glu__L,-1
cit,E3M17,21,E3M17,glu__L,-1
cit,E3M17,21,F3R08,glu__L,1
cit,E3M17,21,D3R19,gly,1
cit,E3M17,21,F3R08,gly,-1
cit,E3M17,21,D3R19,gthox,1
cit,E3M17,21,F3R08,gthox,-1
cit,E3M17,21,D3R19,gthrd,-1
cit,E3M17,21,F3R08,gthrd,1
cit,E3M17,21,D3R19,h2o2,-1
cit,E3M17,21,F3R08,h2o2,1
cit,E3M17,21,D3R19,h2s,1
cit,E3M17,21,E3M17,h2s,-1
cit,E3M17,21,F3R08,h2s,-1
cit,E3M17,21,E3M17,pro__L,-1
cit,E3M17,21,F3R08,pro__L,1
cit,E3M17,21,D3R19,pyr,1
cit,E3M17,21,E3M17,pyr,-1
cit,E3M17,21,F3R08,pyr,-1
cit,E3M17,21,D3R19,rib__D,1
cit,E3M17,21,F3R08,rib__D,-1
cit,E3M17,21,D3R19,val__L,-1
cit,E3M17,21,F3R08,val__L,1
cit,E3M17,22,D3R19,ac,-1
cit,E3M17,22,E3M17,ac,1
cit,E3M17,22,F3M07,ac,1
cit,E3M17,22,D3R19,acald,1
cit,E3M17,22,E3M17,acald,-1
cit,E3M17,22,F3M07,acald,-1
cit,E3M17,22,D3R19,ala__D,-1
cit,E3M17,22,F3M07,ala__D,1
cit,E3M17,22,D3R19,ala__L,1
cit,E3M17,22,F3M07,ala__L,-1
cit,E3M17,22,D3R19,asp__L,1
cit,E3M17,22,E3M17,asp__L,-1
cit,E3M17,22,F3M07,asp__L,-1
cit,E3M17,22,F3M07,cit,-1
cit,E3M17,22,D3R19,co2,-1
cit,E3M17,22,E3M17,co2,1
cit,E3M17,22,F3M07,co2,1
cit,E3M17,22,D3R19,etha,1
cit,E3M17,22,D3R19,etoh,-1
cit,E3M17,22,E3M17,etoh,1
cit,E3M17,22,F3M07,etoh,1
cit,E3M17,22,D3R19,g3pe,-1
cit,E3M17,22,F3M07,g3pe,1
cit,E3M17,22,D3R19,glu__L,-1
cit,E3M17,22,E3M17,glu__L,-1
cit,E3M17,22,F3M07,glu__L,1
cit,E3M17,22,D3R19,gly,1
cit,E3M17,22,F3M07,gly,-1
cit,E3M17,22,D3R19,h2s,1
cit,E3M17,22,E3M17,h2s,-1
cit,E3M17,22,F3M07,h2s,-1
cit,E3M17,22,E3M17,pro__L,-1
cit,E3M17,22,F3M07,pro__L,1
cit,E3M17,22,D3R19,pyr,-1
cit,E3M17,22,E3M17,pyr,1
cit,E3M17,22,F3M07,pyr,1
cit,E3M17,22,D3R19,ser__D,-1
cit,E3M17,22,F3M07,ser__D,1
cit,E3M17,23,E3M17,ac,1
cit,E3M17,23,E3R09,ac,-1
cit,E3M17,23,m_6C06,ac,1
cit,E3M17,23,E3M17,acald,-1
cit,E3M17,23,E3R09,acald,1
cit,E3M17,23,m_6C06,acald,-1
cit,E3M17,23,E3R09,ala__D,-1
cit,E3M17,23,m_6C06,ala__D,1
cit,E3M17,23,E3R09,ala__L,1
cit,E3M17,23,m_6C06,ala__L,-1
cit,E3M17,23,E3M17,asp__L,-1
cit,E3M17,23,E3R09,asp__L,1
cit,E3M17,23,E3R09,cit,-1
cit,E3M17,23,m_6C06,cit,-1
cit,E3M17,23,E3M17,co2,1
cit,E3M17,23,E3R09,co2,1
cit,E3M17,23,m_6C06,co2,1
cit,E3M17,23,E3M17,etoh,1
cit,E3M17,23,E3R09,etoh,-1
cit,E3M17,23,m_6C06,etoh,1
cit,E3M17,23,E3M17,fum,1
cit,E3M17,23,m_6C06,fum,-1
cit,E3M17,23,E3M17,glu__L,-1
cit,E3M17,23,E3R09,glu__L,-1
cit,E3M17,23,m_6C06,glu__L,1
cit,E3M17,23,E3R09,gly,-1
cit,E3M17,23,m_6C06,gly,1
cit,E3M17,23,E3M17,h2s,1
cit,E3M17,23,E3R09,h2s,-1
cit,E3M17,23,m_6C06,h2s,-1
cit,E3M17,23,E3R09,ile__L,1
cit,E3M17,23,m_6C06,ile__L,-1
cit,E3M17,23,E3R09,leu__L,1
cit,E3M17,23,m_6C06,leu__L,-1
cit,E3M17,23,E3M17,pro__L,-1
cit,E3M17,23,E3R09,pro__L,1
cit,E3M17,23,m_6C06,pro__L,-1
cit,E3M17,23,E3M17,pyr,1
cit,E3M17,23,E3R09,pyr,-1
cit,E3M17,23,m_6C06,pyr,1
cit,E3M17,23,E3M17,succ,-1
cit,E3M17,23,m_6C06,succ,1
cit,E3M17,23,E3R09,val__L,1
cit,E3M17,23,m_6C06,val__L,-1
cit,E3M17,24,E3M17,3hpp,1
cit,E3M17,24,E3M17,ac,-1
cit,E3M17,24,F3R08,ac,1
cit,E3M17,24,E3R01,acac,-1
cit,E3M17,24,F3R08,acac,1
cit,E3M17,24,E3M17,acald,1
cit,E3M17,24,E3R01,acald,1
cit,E3M17,24,F3R08,acald,-1
cit,E3M17,24,E3M17,asp__L,-1
cit,E3M17,24,E3R01,asp__L,-1
cit,E3M17,24,F3R08,asp__L,1
cit,E3M17,24,E3R01,cit,-1
cit,E3M17,24,F3R08,cit,-1
cit,E3M17,24,E3M17,co2,1
cit,E3M17,24,E3R01,co2,1
cit,E3M17,24,F3R08,co2,-1
cit,E3M17,24,E3M17,etoh,-1
cit,E3M17,24,F3R08,etoh,1
cit,E3M17,24,E3M17,glu__L,-1
cit,E3M17,24,E3R01,glu__L,-1
cit,E3M17,24,F3R08,glu__L,1
cit,E3M17,24,E3R01,gthox,-1
cit,E3M17,24,F3R08,gthox,1
cit,E3M17,24,E3R01,gthrd,1
cit,E3M17,24,F3R08,gthrd,-1
cit,E3M17,24,E3R01,h2o2,1
cit,E3M17,24,F3R08,h2o2,-1
cit,E3M17,24,E3M17,h2s,-1
cit,E3M17,24,E3R01,h2s,-1
cit,E3M17,24,F3R08,h2s,1
cit,E3M17,24,E3R01,ile__L,-1
cit,E3M17,24,F3R08,ile__L,1
cit,E3M17,24,E3M17,leu__L,-1
cit,E3M17,24,E3R01,leu__L,-1
cit,E3M17,24,F3R08,leu__L,1
cit,E3M17,24,E3M17,lys__L,-1
cit,E3M17,24,F3R08,lys__L,1
cit,E3M17,24,E3M17,pro__L,1
cit,E3M17,24,E3R01,pro__L,-1
cit,E3M17,24,F3R08,pro__L,-1
cit,E3M17,24,E3M17,pyr,-1
cit,E3M17,24,F3R08,pyr,1
cit,E3M17,24,E3M17,rib__D,1
cit,E3M17,24,F3R08,rib__D,-1
cit,E3M17,24,E3R01,val__L,-1
cit,E3M17,24,F3R08,val__L,1
cit,E3M17,25,E3M17,ac,-1
cit,E3M17,25,E3R11,ac,1
cit,E3M17,25,E3R01,acac,-1
cit,E3M17,25,E3R11,acac,1
cit,E3M17,25,E3M17,acald,-1
cit,E3M17,25,E3R11,acald,1
cit,E3M17,25,E3R01,ala__D,-1
cit,E3M17,25,E3R11,ala__D,1
cit,E3M17,25,E3R01,ala__L,1
cit,E3M17,25,E3R11,ala__L,-1
cit,E3M17,25,E3M17,asp__L,-1
cit,E3M17,25,E3R01,asp__L,1
cit,E3M17,25,E3R11,asp__L,-1
cit,E3M17,25,E3R11,cit,-1
cit,E3M17,25,E3M17,co2,1
cit,E3M17,25,E3R01,co2,-1
cit,E3M17,25,E3R11,co2,1
cit,E3M17,25,E3M17,etoh,1
cit,E3M17,25,E3R11,etoh,-1
cit,E3M17,25,E3M17,fum,1
cit,E3M17,25,E3R11,fum,-1
cit,E3M17,25,E3M17,glu__L,-1
cit,E3M17,25,E3R01,glu__L,-1
cit,E3M17,25,E3R11,glu__L,1
cit,E3M17,25,E3R01,gly,-1
cit,E3M17,25,E3R11,gly,1
cit,E3M17,25,E3R01,glyald,-1
cit,E3M17,25,E3R11,glyald,1
cit,E3M17,25,E3R01,glyc,1
cit,E3M17,25,E3R11,glyc,-1
cit,E3M17,25,E3M17,h2s,-1
cit,E3M17,25,E3R01,h2s,-1
cit,E3M17,25,E3R11,h2s,1
cit,E3M17,25,E3M17,ile__L,-1
cit,E3M17,25,E3R01,ile__L,1
cit,E3M17,25,E3R11,ile__L,-1
